City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,port macquarie,-31.4333,152.9167,7.82,89,6,1.34,AU,06-21-2024
286,lihue,21.9789,-159.3672,28.58,90,100,6.69,US,06-21-2024
287,mount gambier,-37.8333,140.7667,9.21,68,100,0.87,AU,06-21-2024
288,stanley,54.868,-1.6985,14.18,75,0,1.54,GB,06-21-2024
289,podgornoye,51.735,39.1496,15.12,77,0,3.0,RU,06-21-2024
290,esterwegen,52.9929,7.6333,17.23,96,100,6.21,DE,06-21-2024
291,mikuni,36.2171,136.1519,19.95,77,100,2.19,JP,06-21-2024
292,tezu,27.9167,96.1667,24.07,76,17,1.71,IN,06-21-2024
293,acarau,-2.8856,-40.12,25.79,82,16,6.08,BR,06-21-2024
294,ulanhot,46.0833,122.0833,14.91,96,100,5.34,CN,06-21-2024
295,emkhomazi,-30.2067,30.7978,18.1,46,0,3.41,ZA,06-21-2024
296,sisimiut,66.9395,-53.6735,4.01,88,95,3.22,GL,06-21-2024
297,terni,42.6833,12.3167,20.62,77,5,2.67,IT,06-21-2024
298,zinder,13.8072,8.9881,34.98,24,100,3.0,NE,06-21-2024
299,argo,37.6333,22.7333,27.66,45,0,3.16,GR,06-21-2024
300,metlili chaamba,32.2667,3.6333,34.52,14,40,4.63,DZ,06-21-2024
301,marsa alam,25.0757,34.8918,32.52,31,0,3.44,EG,06-21-2024
302,nanao,37.05,136.9667,24.54,67,84,0.79,JP,06-21-2024
303,karwar,14.8,74.1333,27.51,86,98,4.44,IN,06-21-2024
304,kuvshinovo,57.0295,34.1725,13.3,75,76,2.47,RU,06-21-2024
305,tsiombe,-25.3,45.4833,20.14,82,5,5.21,MG,06-21-2024
306,yangchun,22.1667,111.7833,26.04,95,100,0.98,CN,06-21-2024
307,titel,45.2061,20.2944,28.06,57,1,3.1,RS,06-21-2024
308,minas de marcona,-15.2119,-75.1103,14.45,77,11,6.44,PE,06-21-2024
309,chaksu,26.6,75.95,28.51,46,100,3.33,IN,06-21-2024
310,dogondoutchi,13.6393,4.0287,32.62,38,100,1.26,NE,06-21-2024
311,dryden,49.7833,-92.7503,24.16,41,40,2.06,CA,06-21-2024
312,inirida,3.8653,-67.9239,25.64,95,99,1.32,CO,06-21-2024
313,arendal,58.4615,8.7725,12.89,81,90,1.56,NO,06-21-2024
314,tazacorte,28.629,-17.9293,20.54,79,75,6.69,ES,06-21-2024
315,kone,-21.0595,164.8658,22.55,60,100,2.29,NC,06-21-2024
316,leh,34.1667,77.5833,6.64,78,94,1.95,IN,06-21-2024
317,si satchanalai,17.5169,99.7598,27.17,85,100,0.02,TH,06-21-2024
318,mahina,-17.5065,-149.489,27.87,61,20,7.2,PF,06-21-2024
319,korkut,38.7391,41.7822,18.46,52,0,1.24,TR,06-21-2024
320,alice springs,-23.7,133.8833,5.75,93,0,2.06,AU,06-21-2024
321,fort st. john,56.2499,-120.8529,23.94,29,20,1.03,CA,06-21-2024
322,katabu,-4.9333,122.5167,23.87,89,73,1.8,ID,06-21-2024
323,tucuma,-0.1833,-50.05,25.9,85,39,3.58,BR,06-21-2024
324,dosso,13.049,3.1937,33.34,44,95,3.24,NE,06-21-2024
325,safford,32.834,-109.7076,36.51,34,0,8.23,US,06-21-2024
326,belmonte,-15.8631,-38.8828,23.73,77,22,3.53,BR,06-21-2024
327,bastia,42.6667,9.3333,22.39,72,0,1.03,FR,06-21-2024
328,al jawf,29.5,38.75,30.55,16,24,6.23,SA,06-21-2024
329,tomatlan,19.9333,-105.25,30.02,63,96,4.53,MX,06-21-2024
330,bengkulu,-3.8004,102.2655,24.42,87,100,3.62,ID,06-21-2024
331,wenchang,30.904,118.4887,25.86,92,100,2.41,CN,06-21-2024
332,langsa,4.4683,97.9683,22.48,98,100,0.68,ID,06-21-2024
333,vanino,49.0869,140.2543,8.57,94,100,2.68,RU,06-21-2024
334,sarkand,45.41,79.9186,23.49,34,95,2.97,KZ,06-21-2024
335,nyagan,62.1406,65.3936,14.71,91,78,2.56,RU,06-21-2024
336,korla,41.7597,86.1469,25.83,24,3,1.4,CN,06-21-2024
337,greymouth,-42.4667,171.2,7.34,90,100,3.0,NZ,06-21-2024
338,taro,-8.3862,115.28,23.0,98,87,0.19,ID,06-21-2024
339,farafangana,-22.8167,47.8333,19.68,84,19,1.31,MG,06-21-2024
340,phan rang-thap cham,11.5667,108.9833,25.02,91,100,1.24,VN,06-21-2024
341,acajutla,13.5928,-89.8275,23.83,93,100,2.14,SV,06-21-2024
342,shahrak,34.1074,64.3052,13.11,40,5,1.58,AF,06-21-2024
343,znamenskoye,57.1281,73.8282,15.55,99,98,2.48,RU,06-21-2024
344,itaituba,-4.2761,-55.9836,32.09,55,20,2.06,BR,06-21-2024
345,skoghall,59.3232,13.4655,14.31,72,73,2.06,SE,06-21-2024
346,pyapon,16.2833,95.6833,26.07,92,100,3.11,MM,06-21-2024
347,hadibu,12.65,54.0333,28.09,78,99,9.8,YE,06-21-2024
348,aasiaat,68.7098,-52.8699,3.82,81,100,2.35,GL,06-21-2024
349,vila velha,-20.3297,-40.2925,23.97,78,0,2.06,BR,06-21-2024
350,guiuan,11.0333,125.7247,29.19,70,72,1.07,PH,06-21-2024
351,greenville,35.6127,-77.3663,34.97,42,0,2.57,US,06-21-2024
352,kowary,50.7931,15.8356,19.42,98,100,1.48,PL,06-21-2024
353,kilindoni,-7.9139,39.6668,25.89,73,3,7.51,TZ,06-21-2024
354,madras,13.0878,80.2785,28.81,82,40,2.06,IN,06-21-2024
355,lensk,60.7253,114.9278,10.16,95,100,1.06,RU,06-21-2024
356,curanilahue,-37.4667,-73.35,7.76,96,81,2.07,CL,06-21-2024
357,plymouth,41.8334,-70.8328,25.9,80,20,4.12,US,06-21-2024
358,harper,4.375,-7.7169,25.35,84,99,3.62,LR,06-21-2024
359,mugia,43.1041,-9.2179,16.06,89,53,3.14,ES,06-21-2024
360,thunder bay,48.4001,-89.3168,22.99,46,75,4.12,CA,06-21-2024
361,hobyo,5.3505,48.5268,25.87,81,60,11.53,SO,06-21-2024
362,benguela,-12.5763,13.4055,20.14,89,3,0.45,AO,06-21-2024
363,fortuna,40.5982,-124.1573,16.1,90,75,5.66,US,06-21-2024
364,kiunga,-6.1219,141.2906,23.26,98,100,0.58,PG,06-21-2024
365,oltinko'l,40.8011,72.1634,27.88,35,100,2.86,UZ,06-21-2024
366,olyokminsk,60.3736,120.4264,18.49,82,18,3.11,RU,06-21-2024
367,ankang,32.68,109.0172,20.21,93,17,0.5,CN,06-21-2024
368,loei,17.4167,101.5,22.17,92,100,1.89,TH,06-21-2024
369,darwha,20.3167,77.7667,25.71,78,100,3.51,IN,06-21-2024
370,mana,5.6592,-53.7767,25.82,89,84,3.41,GF,06-21-2024
371,bolsward,53.0655,5.5318,16.11,95,100,3.34,NL,06-21-2024
372,anadyr,64.75,177.4833,5.28,100,100,2.0,RU,06-21-2024
373,norwalk,33.9022,-118.0817,36.43,56,0,5.14,US,06-21-2024
374,trairi,-3.2778,-39.2689,25.3,83,23,4.22,BR,06-21-2024
375,tarauaca,-8.1614,-70.7656,26.92,75,75,1.69,BR,06-21-2024
376,zarghun shahr,32.8473,68.4457,17.96,47,20,1.24,AF,06-21-2024
377,mae hong son,19.3003,97.9685,24.06,98,100,0.47,TH,06-21-2024
378,calingasta,-31.3308,-69.4078,9.16,43,90,2.15,AR,06-21-2024
379,melfort,52.8667,-104.6177,23.07,27,96,3.6,CA,06-21-2024
380,nguigmi,14.2495,13.1092,30.27,46,78,2.52,NE,06-21-2024
381,panama city beach,30.1766,-85.8055,34.07,57,0,4.63,US,06-21-2024
382,papao,-17.75,-149.55,27.82,71,18,7.52,PF,06-21-2024
383,jinghong,21.991,100.7341,22.96,98,100,0.38,CN,06-21-2024
384,weno,7.4515,151.8468,27.97,78,40,3.09,FM,06-21-2024
385,happy valley-goose bay,53.3168,-60.3315,16.17,41,75,5.66,CA,06-21-2024
386,tazovsky,67.4667,78.7,2.19,74,2,1.93,RU,06-21-2024
387,gomez farias,23.05,-99.15,24.97,87,30,5.28,MX,06-21-2024
388,margate,51.3813,1.3862,15.94,72,24,4.02,GB,06-21-2024
389,kochenevo,55.0218,82.202,19.66,92,100,4.47,RU,06-21-2024
390,arequipa,-16.3989,-71.535,17.04,33,75,3.09,PE,06-21-2024
391,los palacios,22.5872,-83.2486,29.32,72,83,3.06,CU,06-21-2024
392,manismata,-2.4667,111.0333,21.19,99,68,1.3,ID,06-21-2024
393,tekari,24.9333,84.8333,28.12,50,88,1.91,IN,06-21-2024
394,castillos,-34.1667,-53.8333,15.55,98,94,2.9,UY,06-21-2024
395,taulaga,-11.0553,-171.0883,28.19,77,99,5.88,AS,06-21-2024
396,doctor arroyo,23.6667,-100.1833,24.53,44,51,4.21,MX,06-21-2024
397,codrington,-38.2667,141.9667,10.58,60,94,2.91,AU,06-21-2024
398,cabedelo,-6.9811,-34.8339,24.37,84,11,4.97,BR,06-21-2024
399,eceabat,40.1842,26.3574,23.98,41,0,5.66,TR,06-21-2024
400,garissa,-0.4536,39.6401,24.25,68,64,8.31,KE,06-21-2024
401,tamazulapam villa del progreso,17.6806,-97.5689,21.52,61,100,5.04,MX,06-21-2024
402,puerto baquerizo moreno,-0.9,-89.6,25.55,69,40,5.5,EC,06-21-2024
403,konarka,19.9,86.1167,27.22,76,100,2.36,IN,06-21-2024
404,puerto penasco,31.3167,-113.5333,37.99,64,75,4.63,MX,06-21-2024
405,johvi,59.3592,27.4211,11.42,79,69,4.16,EE,06-21-2024
406,kuningan,-6.9758,108.4831,19.32,84,62,3.43,ID,06-21-2024
407,port blair,11.6667,92.75,26.67,89,100,7.43,IN,06-21-2024
408,panji,-7.7253,114.0995,20.88,72,78,2.38,ID,06-21-2024
409,saint-paul-les-dax,43.7272,-1.0516,17.29,96,19,1.03,FR,06-21-2024
410,semirom,31.4167,51.5667,17.22,29,64,2.8,IR,06-21-2024
411,peace river,56.2501,-117.286,26.17,29,20,2.57,CA,06-21-2024
412,nadym,65.5333,72.5167,10.52,62,100,6.02,RU,06-21-2024
413,bakanas,44.8081,76.2772,26.41,19,100,4.39,KZ,06-21-2024
414,karasu,41.071,30.7854,20.16,90,33,4.28,TR,06-21-2024
415,piti village,13.4626,144.6933,28.5,82,20,4.12,GU,06-21-2024
416,sittwe,20.15,92.9,27.75,85,87,3.42,MM,06-21-2024
417,llerena,38.2354,-6.0739,21.9,43,3,2.81,ES,06-21-2024
418,nuestra senora del rosario de caa cati,-27.7507,-57.6207,20.98,80,0,4.26,AR,06-21-2024
419,strezhevoy,60.7333,77.5889,12.29,92,52,2.3,RU,06-21-2024
420,la gi,10.6667,107.7833,25.54,91,100,4.31,VN,06-21-2024
421,ust'-kulom,61.6864,53.6902,10.41,98,9,2.14,RU,06-21-2024
422,peniche,39.3558,-9.3811,16.27,86,8,9.4,PT,06-21-2024
423,vorkuta,67.5,64.0,6.55,97,100,2.57,RU,06-21-2024
424,qarchi gak,37.04,66.7889,29.16,33,7,4.05,AF,06-21-2024
425,greenwood,34.1668,-82.1165,33.9,45,0,1.54,US,06-21-2024
426,ban houayxay,20.2453,100.4547,24.04,95,100,0.22,LA,06-21-2024
427,hunstanton,52.95,0.5,18.23,77,36,0.45,GB,06-21-2024
428,moroni,-11.7022,43.2551,24.37,77,8,4.02,KM,06-21-2024
429,mata-utu,-13.2816,-176.1745,27.82,78,59,9.86,WF,06-21-2024
430,mayo-belwa,9.05,12.05,27.07,70,99,2.31,NG,06-21-2024
431,port-vila,-17.7338,168.3219,20.78,94,75,0.51,VU,06-21-2024
432,westport,41.1415,-73.3579,31.9,69,0,2.57,US,06-21-2024
433,kattivakkam,13.2167,80.3167,28.87,83,100,6.47,IN,06-21-2024
434,qulsary,46.9531,54.0198,22.46,54,56,4.05,KZ,06-21-2024
435,yambio,4.5721,28.3955,21.61,85,79,1.93,SS,06-21-2024
436,san miguel,13.4833,-88.1833,23.06,98,100,0.71,SV,06-21-2024
437,mercedes,-34.6515,-59.4307,17.14,99,100,0.28,AR,06-21-2024
438,spassk-ryazanskiy,54.4072,40.3806,11.76,88,0,3.76,RU,06-21-2024
439,okhotsk,59.3833,143.3,9.5,87,100,1.72,RU,06-21-2024
440,badr hunayn,23.7829,38.7905,33.6,36,9,1.05,SA,06-21-2024
441,ghadamis,30.1337,9.5007,32.88,11,0,4.56,LY,06-21-2024
442,kruisfontein,-34.0033,24.7314,13.57,67,76,4.19,ZA,06-21-2024
443,eenhana,-17.4667,16.3333,14.72,29,0,3.43,NA,06-21-2024
444,siem reap,13.5,104.0,23.84,96,100,1.32,KH,06-21-2024
445,saint-joseph,-21.3667,55.6167,19.21,81,32,5.88,RE,06-21-2024
446,kavaratti,10.5669,72.642,27.88,82,100,8.58,IN,06-21-2024
447,lazaro cardenas,17.9583,-102.2,27.31,78,100,2.94,MX,06-21-2024
448,linxia chengguanzhen,35.6003,103.2064,11.69,69,85,1.28,CN,06-21-2024
449,sao francisco,-15.9486,-44.8644,22.96,41,83,1.69,BR,06-21-2024
450,tres lagoas,-20.7511,-51.6783,24.65,34,81,2.95,BR,06-21-2024
451,hasaki,35.7333,140.8333,18.22,76,96,1.87,JP,06-21-2024
452,nuuk,64.1835,-51.7216,4.34,87,75,2.57,GL,06-21-2024
453,puerto quijarro,-17.7833,-57.7667,28.69,28,48,1.59,BO,06-21-2024
454,alaghsas,17.0187,8.0168,34.01,19,77,4.84,NE,06-21-2024
455,colonia menno,-22.3667,-59.8167,32.49,26,1,7.14,PY,06-21-2024
456,usinsk,65.9939,57.5281,11.29,96,35,5.09,RU,06-21-2024
457,opuwo,-18.0607,13.84,16.65,26,0,2.7,NA,06-21-2024
458,porto novo,6.4965,2.6036,26.9,92,100,1.91,BJ,06-21-2024
459,kupang,-10.1667,123.5833,28.32,78,20,7.2,ID,06-21-2024
460,sorong,-0.8833,131.25,24.88,91,92,4.1,ID,06-21-2024
461,st. john's,47.5649,-52.7093,16.66,81,75,2.06,CA,06-21-2024
462,saldanha,-33.0117,17.9442,14.03,91,54,1.69,ZA,06-21-2024
463,pishin,30.5803,66.9961,23.73,46,33,2.83,PK,06-21-2024
464,karatas,36.582,35.3701,27.08,75,0,4.34,TR,06-21-2024
465,itacoatiara,-3.1431,-58.4442,29.0,67,76,0.99,BR,06-21-2024
466,ujae,8.9322,165.7642,26.67,84,100,6.98,MH,06-21-2024
467,yuzhno-kurilsk,44.0306,145.8556,10.85,98,100,2.26,RU,06-21-2024
468,tshabong,-26.05,22.45,14.67,42,0,5.19,BW,06-21-2024
469,derzhavinsk,51.1,66.3167,19.66,64,50,1.97,KZ,06-21-2024
470,nieuw amsterdam,5.8833,-55.0833,28.09,94,40,1.03,SR,06-21-2024
471,jisr ash shughur,35.8143,36.3206,20.99,88,0,3.06,SY,06-21-2024
472,lijiang,26.8688,100.2207,14.93,96,53,1.75,CN,06-21-2024
473,alakurtti,66.9672,30.3491,6.06,89,100,3.77,RU,06-21-2024
474,buldana,20.5333,76.1833,26.31,69,100,5.55,IN,06-21-2024
475,berezovyy,51.6667,135.7,11.56,75,99,1.14,RU,06-21-2024
476,mount isa,-20.7333,139.5,9.87,71,0,4.63,AU,06-21-2024
477,sechura,-5.5569,-80.8222,19.71,73,100,5.82,PE,06-21-2024
478,mindif,10.3976,14.4363,31.66,42,93,2.49,CM,06-21-2024
479,kizilcahamam,40.4697,32.6506,21.04,81,0,2.72,TR,06-21-2024
480,presque isle,46.6811,-68.0159,22.37,50,0,3.09,US,06-21-2024
481,wotho,10.1657,166.0102,28.02,80,100,8.37,MH,06-21-2024
482,saint-paul,-21.0096,55.2707,20.06,76,24,1.72,RE,06-21-2024
483,chibougamau,49.9168,-74.3659,24.79,31,40,4.63,CA,06-21-2024
484,warah,27.4481,67.7978,35.22,34,84,2.11,PK,06-21-2024
485,crane,31.3974,-102.3501,32.03,38,30,9.56,US,06-21-2024
486,wolmaransstad,-27.1974,25.9831,10.82,53,0,4.55,ZA,06-21-2024
487,kodinsk,58.6881,99.1844,9.18,66,96,2.14,RU,06-21-2024
488,gokceada,40.2011,25.909,23.6,84,1,9.62,TR,06-21-2024
489,nyurba,63.2842,118.3319,14.11,84,67,3.31,RU,06-21-2024
490,urengoy,65.9667,78.3667,1.94,75,71,2.17,RU,06-21-2024
491,hilo,19.7297,-155.09,28.3,76,100,4.02,US,06-21-2024
492,ilha de mocambique,-15.0342,40.7358,23.97,73,1,5.49,MZ,06-21-2024
493,bijar,35.8668,47.6051,17.06,52,35,2.28,IR,06-21-2024
494,cascais,38.6979,-9.4215,17.19,77,20,11.18,PT,06-21-2024
495,albert lea,43.648,-93.3683,24.42,88,0,3.6,US,06-21-2024
496,singkil,-7.9855,111.4161,22.43,84,95,2.03,ID,06-21-2024
497,floro,61.5996,5.0328,15.04,82,40,0.0,NO,06-21-2024
498,romny,50.751,33.4747,14.63,87,0,1.94,UA,06-21-2024
499,kamloops,50.6665,-120.3192,29.55,20,20,2.68,CA,06-21-2024
500,muar,2.0442,102.5689,24.02,81,100,9.72,MY,06-21-2024
501,kismayo,-0.3582,42.5454,25.31,82,71,7.7,SO,06-21-2024
502,barra de santo antonio,-9.4047,-35.5072,25.6,82,48,4.28,BR,06-21-2024
503,otjimbingwe,-22.35,16.1333,17.47,24,0,1.83,NA,06-21-2024
504,arraial do cabo,-22.9661,-42.0278,23.92,83,0,6.17,BR,06-21-2024
505,ati,13.2154,18.3353,36.2,29,100,1.27,TD,06-21-2024
506,karlskrona,56.1616,15.5866,13.25,75,100,3.83,SE,06-21-2024
507,al qusayr,34.5091,36.5798,23.16,60,0,2.08,SY,06-21-2024
508,carbonear,47.7332,-53.2148,16.91,82,97,2.45,CA,06-21-2024
509,callao,-12.0667,-77.15,22.46,82,100,4.63,PE,06-21-2024
510,gilroy,37.0058,-121.5683,31.94,38,0,4.12,US,06-21-2024
511,caleta de carquin,-11.0925,-77.6267,19.12,79,65,4.85,PE,06-21-2024
512,ochakiv,46.6128,31.5498,21.53,64,0,2.86,UA,06-21-2024
513,playa del ingles,27.7567,-15.5787,21.44,72,0,0.45,ES,06-21-2024
514,ploneour-lanvern,47.9,-4.2833,15.16,100,100,5.66,FR,06-21-2024
515,birjand,32.8663,59.2211,23.26,23,0,3.09,IR,06-21-2024
516,jeremoabo,-10.075,-38.4808,21.31,90,55,3.74,BR,06-21-2024
517,el bauga,18.262,33.9081,36.67,13,13,7.12,SD,06-21-2024
518,ivdel',60.6911,60.4206,15.08,98,85,1.6,RU,06-21-2024
519,mar del plata,-38.0023,-57.5575,14.49,98,100,4.47,AR,06-21-2024
520,choyr,46.3611,108.3611,6.25,72,97,11.51,MN,06-21-2024
521,goure,13.9835,10.2704,32.75,31,98,3.26,NE,06-21-2024
522,launceston,-41.45,147.1667,1.75,100,100,3.6,AU,06-21-2024
523,dedougou,12.4667,-3.4667,32.41,45,95,3.46,BF,06-21-2024
524,uacu cungo,-11.3634,15.1208,15.02,33,1,1.17,AO,06-21-2024
525,gulf shores,30.246,-87.7008,34.21,60,20,5.14,US,06-21-2024
526,dange,12.8513,5.3471,31.73,45,100,3.2,NG,06-21-2024
527,bu'aale,1.0833,42.5833,22.54,87,69,3.3,SO,06-21-2024
528,wagar,16.1525,36.2032,33.04,40,28,5.09,SD,06-21-2024
529,tangalle,6.024,80.7911,26.09,87,99,5.58,LK,06-21-2024
530,sandnessjoen,66.0217,12.6316,11.29,93,75,3.09,NO,06-21-2024
531,san pedro,14.35,121.0167,27.57,91,75,0.89,PH,06-21-2024
532,oum hadjer,13.2954,19.6966,30.94,45,87,7.53,TD,06-21-2024
533,kapa'a,22.0752,-159.319,28.99,91,100,6.69,US,06-21-2024
534,hotan,37.0997,79.9269,24.89,31,100,3.49,CN,06-21-2024
535,puerto princesa,9.7392,118.7353,25.99,94,100,2.06,PH,06-21-2024
536,fendou,46.65,124.8667,13.88,95,100,8.05,CN,06-21-2024
537,bereznik,62.8551,42.7072,7.71,82,100,3.28,RU,06-21-2024
538,winnipeg,49.8844,-97.147,25.55,47,100,1.03,CA,06-21-2024
539,morehead city,34.7229,-76.726,31.01,78,75,4.63,US,06-21-2024
540,sabang,5.8933,95.3214,28.87,69,100,12.17,ID,06-21-2024
541,ueda,36.4,138.2667,17.61,72,99,0.65,JP,06-21-2024
542,bogale,16.2833,95.4,26.14,92,100,2.35,MM,06-21-2024
543,port isabel,26.0734,-97.2086,33.05,72,40,7.2,US,06-21-2024
544,el granada,37.5027,-122.4694,32.18,69,40,8.75,US,06-21-2024
545,lubuklinggau,-3.3,102.8667,21.33,97,100,1.19,ID,06-21-2024
546,dzilam gonzalez,21.2833,-88.9333,23.75,97,100,4.01,MX,06-21-2024
547,mongo,12.1844,18.693,32.91,41,96,0.92,TD,06-21-2024
548,salahonda,2.1019,-78.7217,26.21,83,88,2.93,CO,06-21-2024
549,choibalsan,48.0667,114.5,13.31,68,97,2.6,MN,06-21-2024
550,angaur state,6.906,134.13,28.72,72,85,2.09,PW,06-21-2024
551,sabzevar,36.2126,57.6819,24.67,37,11,2.18,IR,06-21-2024
552,dingzhou,38.5131,114.9956,20.06,81,100,1.12,CN,06-21-2024
553,vadso,70.0744,29.7487,6.09,81,75,2.57,NO,06-21-2024
554,el reten,10.6114,-74.2682,29.63,69,86,5.14,CO,06-21-2024
555,aykhal,66.0,111.5,11.43,56,100,3.63,RU,06-21-2024
556,sitka,57.0531,-135.33,17.94,48,75,6.17,US,06-21-2024
557,ishigaki,24.3448,124.1572,29.07,94,20,6.17,JP,06-21-2024
558,st ives,50.2086,-5.4875,14.18,91,82,8.11,GB,06-21-2024
559,remire-montjoly,4.9167,-52.2667,26.02,89,0,1.03,GF,06-21-2024
560,bathsheba,13.2167,-59.5167,30.34,74,40,8.75,BB,06-21-2024
561,brookings,44.3114,-96.7984,20.66,97,100,2.57,US,06-21-2024
562,susuman,62.7833,148.1667,15.51,69,100,2.68,RU,06-21-2024
563,toliara,-23.35,43.6667,22.45,57,0,6.77,MG,06-21-2024
564,carutapera,-1.195,-46.02,24.38,94,33,2.82,BR,06-21-2024
565,kuhmo,64.1333,29.5167,9.86,95,68,4.39,FI,06-21-2024
566,barkhan,29.8977,69.5256,24.78,45,11,1.86,PK,06-21-2024
567,wanning,18.8003,110.3967,27.25,91,100,2.54,CN,06-21-2024
568,newark,40.7357,-74.1724,36.97,44,75,5.14,US,06-21-2024
569,rio grande,-32.035,-52.0986,19.06,96,100,8.32,BR,06-21-2024
570,coahuayana de hidalgo,18.7,-103.6583,28.13,76,99,3.03,MX,06-21-2024
571,rabo de peixe,37.8,-25.5833,19.73,99,20,4.12,PT,06-21-2024
572,sudak,44.85,34.9667,17.77,58,0,2.29,UA,06-21-2024
573,livadeia,38.435,22.8739,27.19,47,0,3.68,GR,06-21-2024
